date,rate,review,weekday
22-03-04,5.0,잘 받았습니다 감사합니다,Friday
22-02-23,5.0,날짜도 좋고 안전하게 2중박스 포장으로 안전하게 잘받았습니다,Wednesday
22-02-21,5.0,행사때 저렴하게 구입했어요. 소화안될때 주로 마시는거라 작은 사이즈로 항상 구매합니다.,Monday
22-02-17,5.0,배송도빠르고 가격도 저렴하게 구매했어요,Thursday
22-02-14,5.0,콜라는 작은게 탄산이 더 톡톡 터지는거 같아요,Monday
22-02-09,5.0,최고에요 역시 코카콜라 재구매요,Wednesday
22-02-06,5.0,좋은상품 저렴한 가격에 너무 잘샀습니다,Sunday
22-01-29,5.0,잘 받았습니다 감사합니다,Saturday
22-01-29,5.0,잘 받았습니다 감사합니다,Saturday
22-01-21,5.0,2중 박스에 안전하게 배송 되었습니다 맘에 들어요 잘먹겠습니다,Friday
22-01-14,4.0,무거운대 집앞까지 배송해주시고 가격도 타쇼핑몰보다 저렴하게 잘산거같아요,Friday
22-01-11,5.0,따쇼핑몰보다 저렴하게 구매했어요 30개짜리 두박스라 한동안 잘먹을수있을것같아요,Tuesday
22-01-06,5.0,잘 받았습니다 감사합니다,Thursday
22-01-06,5.0,잘 받았습니다 감사합니다,Thursday
22-01-06,5.0,잘 받았습니다 감사합니다,Thursday
21-12-30,5.0,캔콜라를 하루에 3캔은 마시는 신랑을 위해 60개 한꺼번에 구매했어요.. 최저가에 구매.. 최고에요,Thursday
21-12-30,5.0,배송 만족  맛은 굳  가격이 조금 쌌으면,Thursday
21-12-29,5.0,쁘듯합니다! 역시 코카!,Wednesday
21-12-28,5.0,배송 빠르고 좋아요,Tuesday
21-12-28,5.0,역시 콜라는 코카콜라네요 박스에 안전하게 배달 받았습니다,Tuesday
21-12-27,5.0,언제나 만족스런 나의 링겔.,Monday
21-12-17,5.0,사이즈가 작은것이 부담 없이 먹기가 좋아요 가격만족 배송 만족합니다,Friday
21-12-08,5.0,배송좋구 자주 시켜요 자주시켜 먹어요,Wednesday
21-12-01,5.0,자렴한 가격에 잘 구매했습니다,Wednesday
21-11-25,3.0,저에게 딱인 싸이즈라서 또 구매했네요,Thursday
21-11-21,4.0,재구매했는데 요번엔 할인이 덜되어 별한개 뺐어요ㅎ,Sunday
21-11-21,5.0,택배도 안전하게 박스에 담겨져서 잘 받았습니다,Sunday
21-11-17,5.0,기한참고 세일가 구매 늘 만족,Wednesday
21-11-17,5.0,코카콜라 주문했습니다 빠른배송.종이박스로 성의있게 포장 몇번 주문결과 항상 맘에듬! 여름처럼 파격 가격할인 했으면 더 많이 구매 할거 같습니다,Wednesday
21-11-17,5.0,주기적으로 사먹는 제품,Wednesday
21-11-06,4.0,롯데온 사이트가 가장 저렴하게 판매하는 것에서 1점 유통기한 2023년 9월 27일까지 아주 길어서 1점 아주 마음에 들어요,Saturday
21-11-03,5.0,잘 받았습니다 감사합니다,Wednesday
21-11-02,5.0,조금씩 먹기 떡 좋아요저렴하게 구입해서 좋아요,Tuesday
21-10-26,5.0,잘 받았습니다 안터지고 잘 왔어요,Tuesday
21-10-26,5.0,잘 받았습니다 안터지고 잘 왔어요,Tuesday
21-10-26,5.0,빠르게 잘받았습니다 항상 마시는,Tuesday
21-10-19,5.0,"자주 주문한는 이유 빠른 배송, 박스포장으로 와서 찌그러짐없이 깔끔함에 계속 주문하게 됩니다",Tuesday
21-10-16,5.0,맛이없는게 이상하죠,Saturday
21-10-15,5.0,배송포장 만족 입니다 적극 추천,Friday
21-10-13,5.0,요번엔 할인까지 많이 받아서 구매했어요. 강추,Wednesday
21-10-12,5.0,늘 즐겨마시는 콜라입니다. 한번에 마시기 딱 좋은 용량입니다.,Tuesday
21-10-12,5.0,갈증이 느껴질 때 딱 적당히 마실 수 있는 용량입니다. 역시 콜라는 코카콜라..,Tuesday
21-10-08,5.0,잘 받았습니다 감사합니다,Friday
21-10-08,5.0,잘 받았습니다 감사합니다,Friday
21-10-08,5.0,잘 받았습니다 감사합니다,Friday
21-10-08,5.0,잘 받았습니다 감사합니다,Friday
21-10-08,5.0,행사가에 저렴히 샀네요,Friday
21-10-07,5.0,이번 배송엔 찌그러진거없이 60캔 아주아주 잘 왔습니다! 항상 배송해주시는 기사님께 감사드리네요ㅎㅎ 코카콜라만 드시는 우리집 사람들 때문에 콜라떨어질날이없습니다,Thursday
21-10-07,5.0,배송도 빠르고 좋아요,Thursday
21-10-06,5.0,간편하게 김빠짐없이 먹을수 있어서 너무 편하고 좋습니다,Wednesday
21-10-06,5.0,좋아요 배송도빠르고 잘샀어요,Wednesday
21-10-06,5.0,최애하는 맛 입니다 지속 구매 증입니다,Wednesday
21-10-06,5.0,빠르게 질도착해서 한캔 땁니다,Wednesday
21-09-29,5.0,늘 구매하는 상품 입니다,Wednesday
21-09-21,5.0,없어서는 안되는 식품 쟁이고 쟁여요 무거운 택배 감사하게 받아서 먹네요,Tuesday
21-09-13,5.0,잘받았어요 배송도 빨리오구요 박스포장 한번 더 해서 와서 깨끗해요,Monday
21-09-10,5.0,가격도 행사로 조금 싸게 샀어요 든든하게 두박스 시원하게 먹어요,Friday
21-09-07,5.0,배송은 빠르게 포장은 깔끔한 박스포장 잘 받았습니다 !,Tuesday
21-09-04,5.0,배송도 빠르고 저렴하게 구입해서 만족합니다,Saturday
21-09-02,5.0,빠른배송 저렴한가격 추천합니다,Thursday
21-08-30,5.0,사이즈가 적당해서 좋아요,Monday
21-08-30,5.0,항상 구매하는 상품입니다.,Monday
21-08-30,4.0,쿠폰 자주 뜨면 많이 쟁기고싶어요 역시 탄산은 콜라죠!!,Monday
21-08-30,5.0,만족합니다.맛있어요,Monday
21-08-30,5.0,190ml가 한번 맛있게먹기 딱좋아요ㅋ,Monday
21-08-30,5.0,제로 재구매 양도딱입니다,Monday
21-08-30,5.0,제로라 재구매합니다,Monday
21-08-30,5.0,콜라 싸게 잘샀어요 배송도 빠르고 좋네요,Monday
21-08-30,5.0,시원하게 냉장고에 넣어두고 마셔요ㅋ,Monday
21-08-30,5.0,콜라는 쟁여야 맛이져ㅋ,Monday
21-08-29,5.0,행사로 싸게사서 만족해요,Sunday
21-08-27,5.0,저렴한 가격. 꼼꼼한 포장엄빠크리 안 터지는 박스포장.,Friday
21-08-27,5.0,가격도 저렴하고 배송도빠르고박스포장으로깔끔하게배송됐어요,Friday
21-08-16,5.0,항상 쟁여두고 먹는 콜라 굿,Monday
21-08-16,5.0,항상 구비해두고 마시는 콜라,Monday
21-08-14,5.0,저렴한 가격에잘 구매했어요. 맛있어요.,Saturday
21-08-14,5.0,잘 받았습니다 감사합니다,Saturday
21-08-14,5.0,잘 받았습니다 감사합니다,Saturday
21-08-09,5.0,상자에 담겨서 안전하게 배송 해주셨어요 가격도 만족합니다,Monday
21-08-07,5.0,좋아요 이벤트 코카콜라를 이 가격에 살수있다니 너무 만족합니다 다만 배송상에 문제로 몇개가 찌그러져있지만 터지지않았으니 문제없습니다 다음에도 꼭 구매할께요,Saturday
21-08-05,5.0,다른업체에선 그냥 보내서 캔 찌그러지는 경우도 종종있었는데 여기는 박스포장 한번더꼼꼼하게해서 보내주셔서 먼지들어가서나 캔찍힘없이 깨끗하게 잘 받았어요배송도 빠르고 가성비 넘좋음,Thursday
21-08-05,5.0,저렴하게 구입하고 빠른배송이였습니다좋아요,Thursday
21-08-04,3.0,더워서 음료수를 많이 마시게 되는 계절입니다,Wednesday
21-08-04,5.0,배송 빠름 만족함 콜라 맛있음,Wednesday
21-08-04,5.0,배송정말 빠르네요 만족합니다,Wednesday
21-08-04,5.0,배송빨라요코카콜라 이벤트냉장고탐나네요 콜라덕후는 심장이떨립니다. 맛좋고 시원한콜라 잘마실께요,Wednesday
21-08-03,5.0,야호 콜라빠르게 도착했어요 얼릉 시원하게해놔야겠어요.,Tuesday
21-07-31,5.0,배송도 안전하게 받았습니다 여름이라 음료수가 많이 필요합니다 가격만족합니다,Saturday
21-07-28,5.0,잘 받았습니다 감사합니다,Wednesday
21-07-28,5.0,잘 받았습니다 감사합니다,Wednesday
21-07-18,5.0,콜라없이 못사는 신랑때문에 연달아 구매해요. 이곳이 최저가인듯,Sunday
21-07-17,5.0,저렴하고 그입하고 빠른배송 감사합니다,Saturday
21-07-10,5.0,가격대비 만족합니다 박스 포장되서 터진것 없이 배송됐어요,Saturday
21-07-09,5.0,만족합니다 만족합니다,Friday
21-07-07,5.0,제품이 맛있고 좋아요,Wednesday
21-07-03,5.0,감사합니다 잘 받았습니다,Saturday
21-07-03,5.0,감사합니다 잘 받았습니다,Saturday
21-07-03,5.0,감사합니다 잘 받았습니다,Saturday
21-06-30,5.0,배송 잘 받았습니다.,Wednesday
21-06-17,4.0,코카콜라역시좋아요오,Thursday
21-06-11,5.0,파손없이 잘 도착했어요,Friday
21-06-10,5.0,저렴하게 사서 좋네요택배 파업했는데도 빠르게 왔습니다,Thursday
21-06-07,4.0,작은 싸이즈 만족합니다,Monday
