date,rate,review,weekday
23-10-25,5.0,오리지널이 뭔가 탄산이 잘 느껴져 더 청량하고 맛있어요. 항상 냉장고에 쟁여놓고 마시는 제품입니다.,Wednesday
23-09-29,5.0,코카가 최고 가격도 맛도 최고입니다 배송도 빠르고요,Friday
23-09-02,5.0,가격도 좋고 무엇보다 용량이 작아 마음에 들어요 보통한번 열면 다 못먹거든요좋아요,Saturday
23-08-30,5.0,만족합니다. 감사합니다.,Wednesday
23-08-26,5.0,저렴한 가격에 잘샀어요 사이즈도 적당해서 부담없이 시원하게 먹기좋네요,Saturday
23-08-22,5.0,쿠폰으로 싸게 샀어요,Tuesday
23-08-22,5.0,빼먹지 않고 사는 품목,Tuesday
23-08-21,5.0,좋습니다 빠르게 왔어요 굿국,Monday
23-08-21,5.0,항상 주문하는 코카콜라 좋아요,Monday
23-08-13,5.0,제일 좋아하는 탄산이예요 양도 적당하고 항상 구매합니다,Sunday
23-08-07,5.0,재구매할게요 만족합니다,Monday
23-07-28,5.0,매번시켜먹는콜라입니다,Friday
23-07-25,5.0,싸이즈가 딱 좋아요 시원하게 잘 마시고 있어요,Tuesday
23-07-08,5.0,배송빠르고 좋아요,Saturday
23-07-08,5.0,배송빠르고 좋아요,Saturday
23-07-07,5.0,좋은가격에 잘 샀어요 또 사러올게요,Friday
23-07-04,5.0,배송도 빠르고 유통기한 2025.3 넉넉해요,Tuesday
23-07-04,5.0,배송이 참 빨라요 가격도 저렴,Tuesday
23-07-04,5.0,가장 저렴한 곳이예요,Tuesday
24-12-10,3.0,직원 간식으로 좋아해요,Tuesday
24-03-03,5.0,최고예요!,Sunday
24-02-13,5.0,최고예요!,Tuesday
24-02-13,5.0,최고예요!,Tuesday
23-12-31,5.0,저렴하게 구매했어요,Sunday
23-12-30,5.0,먹기좋음.굳 잘샀음,Saturday
23-12-28,5.0,행사때 구입해서 잘먹고 있습니다,Thursday
23-12-27,5.0,사무실 간식으로 너무 좋아요!! 맛도 최고임ㅠ,Wednesday
23-12-26,5.0,좋아요 감사합니다,Tuesday
23-12-26,5.0,최고입니다 항상 믿고 구매해요,Tuesday
23-12-26,5.0,한번에 먹기 딱 좋은 크기입니다.,Tuesday
23-12-26,5.0,사이즈가 딱 좋습니다.,Tuesday
23-12-26,5.0,빠른배송 감사해요 포장도 꼼꼼.,Tuesday
23-12-26,5.0,작은 사이즈 콜라라 좋아요,Tuesday
23-12-23,5.0,콜라 저렴하게 잘 산거 같아요,Saturday
23-12-23,5.0,좋아요맛있어요넉넉해요,Saturday
23-12-23,5.0,배송이 빠르고 깔끔해요.,Saturday
23-12-21,5.0,배송빠르고 저렴하게 잘 구매한것 같아요 콜라 좋아요,Thursday
23-12-19,5.0,항상 구매합니다 맛있어요맛있어요,Tuesday
23-12-18,5.0,배송 빠르고 좋아요 유통기한 길어서 좋아요,Monday
23-12-16,5.0,저렴하게 잘 받았습니다,Saturday
23-12-15,5.0,코카콜라가 최고죠 .,Friday
23-12-14,5.0,사무실에서 먹을려고 주문했어요.,Thursday
23-12-11,5.0,큰 용량은 버리는게 많아서 작은 콜라로 구입했습니다  만족해요,Monday
23-12-10,5.0,빠른배송으로잘받았습니다,Sunday
23-12-10,5.0,코카콜라 상비용으로,Sunday
23-12-09,5.0,늘 재구매. 배송도 빠르고 찌그러진것 없어요,Saturday
23-12-08,5.0,잘받아서 사용하고 있습니다.,Friday
23-12-07,5.0,20할인으로 샀네요,Thursday
23-12-05,5.0,넉넉한 양과 깔끔한 포장 추천합니다,Tuesday
23-12-04,5.0,저렴하게 사서 만족합니다.,Monday
23-12-03,5.0,좋아요 좋아요 좋아요,Sunday
