date,rate,review,weekday
25-07-03,5.0,저렴하게 잘 구입했어요,Thursday
25-07-09,5.0,최소 10자 이상 쓰기,Wednesday
25-07-02,5.0,배송도 빠르게 오고 포장상태도 좋습니다!,Wednesday
25-07-01,5.0,배송빠르고 맛있어요,Tuesday
25-07-03,5.0,항상 잘 이용하고 있습니다.,Thursday
25-06-23,5.0,집에 구비해두면 든든합니다. 음식이랑 같이 먹기 딱 좋은 사이즈입니다.,Monday
25-07-05,5.0,빠른배송 만족합니다,Saturday
25-06-30,5.0,용량도 적당하고 저렴하게 구매했습니다,Monday
25-07-03,5.0,좋은가격에 잘 구매했습니다.,Thursday
25-06-25,5.0,로켓배송에 적당한 용량이라 부담없이 마시기 좋아요.,Wednesday
25-07-01,5.0,늦은 저녁 9시 정도에 받았지만 제품은 이상 없습니다,Tuesday
25-07-18,5.0,회사에서 여름에 주문해서 사먹는데 저렴하고 좋습니다.,Friday
25-07-03,5.0,맛있어서 재구매 합니다,Thursday
25-06-24,5.0,적당량을 먹기 좋은 사이즈입니다. 지속구매중입니다,Tuesday
25-07-06,5.0,계속 구매하고 있어요,Sunday
25-07-03,4.0,역시 콜카콜라 맛있어요,Thursday
25-07-03,5.0,코카콜라 너무 찾게되는 날씨네요,Thursday
25-06-30,5.0,향상 주문해서 먹는 제품입니다  좋아요,Monday
25-07-02,5.0,배송빠르고 좋아요,Wednesday
25-07-03,5.0,파손없이 와서 좋아요,Thursday
25-07-05,5.0,빠른 배송 감사요.,Saturday
25-07-05,5.0,갈증나고 답답할때 최고,Saturday
25-06-29,5.0,콜라는 역시 코카콜라 저렴해서 좋아요 많이파세요,Sunday
25-07-02,5.0,가게에서 쓰기 너무좋아요,Wednesday
25-07-06,5.0,맛잇고 시원하고 싸고,Sunday
25-06-27,5.0,작은 사이즈 이어서 땡길 때 많이 먹지 않고 적당한 사이즈 좋습니다.,Friday
25-06-27,5.0,늘 잘 먹고 있어요. 맛있어요.,Friday
25-07-20,5.0,배송도 빠르고 제품도 최고에요,Sunday
25-06-24,5.0,너무 비싸요. 그나마 인터넷이 저렴한데 해외랑 비교하면 체감이 크네요.,Tuesday
25-06-28,5.0,마트보다 훨씬 저렴하고 배송 진짜 빠름!!,Saturday
25-07-06,5.0,잘 마시도록 할게요,Sunday
25-07-02,5.0,너무 시원하고 맛있어욕,Wednesday
25-06-23,5.0,가격 배송 아주 좋은데 박스가 좀 얕아서 비닐 뜯으면 이동시 캔이 쏟아지네요,Monday
25-07-20,5.0,쟁여놓고 먹습니다  사이즈가 딱입니다,Sunday
25-06-24,5.0,작은 싸이즈라서 어머니 드리려고 구매했어요 양이 딱이네요,Tuesday
25-07-01,5.0,맛있어요ㅎ 이거만 먹어요ㅎㅎ,Tuesday
25-07-21,3.0,잘맞네요 상태도좋고,Monday
25-07-02,5.0,190미리 사이즈가 먹기 딱 조아요,Wednesday
25-07-13,5.0,날씨도 더워서 가끔 하나씩 먹을라고 했는데  야이 많아성 뿌듯하네요,Sunday
25-07-04,5.0,맛있게 먹고 있어요.,Friday
25-06-26,5.0,콜라 딱 이정도사이즈가 좋고 인터넷이 더 싸서 재구매해요,Thursday
25-07-02,5.0,배송빨라좋아요,Wednesday
25-07-16,5.0,좋아요 잘구매한거 같네용,Wednesday
25-07-04,5.0,코카콜라 맛있어요!!,Friday
25-06-17,5.0,좋아요 배송빠르고  작은사이즈라서 한번에 다마실수있어용,Tuesday
25-07-16,5.0,아들이 아주좋아해요 재구매할게요,Wednesday
25-07-01,5.0,코카콜라  맛있게 잘먹었습니다,Tuesday
25-07-03,5.0,코카콜라가 말이 필요한가요?,Thursday
25-07-02,5.0,미니 콜라가 먹기 편해서 주문했어요!,Wednesday
25-07-09,5.0,역시 더울때는 Coke,Wednesday
25-06-21,5.0,쟁여두고 마시는 콜라ㅎㅎ 배송 완전 빠르고 가격도 좋습니다,Saturday
25-06-24,5.0,콜라는 코카콜라.  크기도 적당해서 한번에 마시기 딱 좋아요.,Tuesday
25-06-28,5.0,배달 빠르고 너무 좋아요,Saturday
