date,star_rate,review
2021.08.05,5.0,저렴하게 구입하고 빠른배송이였습니다~좋아요~
2021.08.04,3.0,더워서 음료수를 많이 마시게 되는 계절입니다
2021.08.04,5.0,"배송 빠름
만족함
콜라 맛있음"
2021.08.04,5.0,"배송정말 빠르네요
만족합니다"
2021.08.04,5.0,"배송빨라요♡♡코카콜라 이벤트냉장고탐나네요
콜라덕후는 심장이떨립니다.
맛좋고 시원한콜라 잘마실께요"
2021.08.03,5.0,"야호 콜라빠르게 도착했어요♡♡
얼릉 시원하게해놔야겠어요."
2021.07.31,5.0,"배송도 안전하게 받았습니다
여름이라 음료수가 많이 필요합니다
가격만족합니다"
2021.07.28,5.0,잘 받았습니다 감사합니다
2021.07.28,5.0,잘 받았습니다 감사합니다
2021.07.18,5.0,"콜라없이 못사는 신랑때문에 연달아 구매해요.
이곳이 최저가인듯"
2021.07.17,5.0,저렴하고 그입하고 빠른배송 감사합니다~~~
2021.07.10,5.0,"가격대비 만족합니다
박스 포장되서 터진것 없이 배송됐어요"
2021.07.09,5.0,만족합니다 만족합니다
2021.07.07,5.0,제품이 맛있고 좋아요
2021.07.03,5.0,감사합니다 잘 받았습니다
2021.07.03,5.0,감사합니다 잘 받았습니다
2021.07.03,5.0,감사합니다 잘 받았습니다
2021.06.30,5.0,배송 잘 받았습니다.
2021.06.17,4.0,코카콜라역시좋아요오
2021.06.11,5.0,파손없이 잘 도착했어요
2021.06.10,5.0,저렴하게 사서 좋네요~택배 파업했는데도 빠르게 왔습니다~~
2021.06.07,4.0,작은 싸이즈 만족합니다
2021.06.01,5.0,만족합니다.....
2021.05.31,5.0,마트에서 사 마시다가 여기서 처음 구입 했는데 가격도 좋고 배송도 안전 하게 잘 왔어요. 앞으로 여기서 사야 갰어요.
2021.05.28,5.0,"190미리 한번먹기 딱좋아요.
큰사이즈는 남는데 정말 요사이즈 최고
가방에도 쏘옥들가가옹"
2021.05.27,5.0,치킨 피자 등 간단 간식 먹을 때 좋아요
2021.05.17,5.0,"싸게 잘 구입했습니다~
한동안 탄산 걱정 없겠어요~"
2021.05.04,5.0,"쿠폰으로 착한가격에 구매했어여
꼼꼼한 포장에 빠른 배송까지 감사합니다~"
2021.04.30,5.0,쿠폰 써서 싸게 샀어요.늘 먹는 제품입니다.
2021.04.25,5.0,콜라는 코카콜라 아닙니까
2021.04.23,5.0,좋은 상품 잘 받았습니다
2021.04.23,5.0,좋은 상품 잘 받았습니다
2021.04.23,5.0,좋은 상품 잘 받았습니다
2021.04.09,5.0,김 빠지는거 싫어서 캔 다량으로 구입했는데 배송도 빠르고 저렴하게 구입해서 만족합니다~~~
2021.04.08,5.0,잘왔습니다. 유통기한은 넉넉하네여. 추천합니다.
2021.03.26,5.0,"맘에들어요
맘에들어요"
2021.03.23,5.0,저렴하게 잘샀습니다요
2021.03.23,5.0,저렴하게 잘샀습니다요
2021.03.23,5.0,저렴하게 잘샀습니다요
2021.03.23,5.0,저렴하게 잘샀습니다요
2021.03.23,5.0,저렴하게 잘샀습니다요
2021.03.23,5.0,저렴하게 잘샀습니다요
2021.03.11,5.0,좋아요. 싸게 샀어요
2020.08.04,5.0,포장도 꼼꼼하고 배송도빠르고 무엇보다 행사로 저렴하게 구매한거같아요. 잘먹겠습니다
2020.07.02,5.0,"맘에들어요
맘에들어요"
2020.07.02,5.0,여름엔 아이스 콕.작은 사이즈라 양이 딱 맞아요.
2020.07.01,5.0,가격이 너무 올랐네요.
2020.06.29,5.0,계속 사먹고있어요~^^ 앞으로도 재구매의사 있어요
2023.12.04,5.0,벌써 추가귑해안해요~
2022.11.07,5.0,깜끔한 포장에 배송도 좋아요
2022.05.21,5.0,배송빠르고 유통기한 넉넉해요
2021.06.22,5.0,냉장고에 채워놓고 시원하게 한캔하기 편해요
2020.06.28,5.0,저렴하게 잘 구입해
2020.06.25,5.0,콜라는 쟁여놓고 먹는데 맛있어요
2023.12.05,5.0,코카콜라 중독이네여~
2023.11.28,5.0,재구매만 계속 합니다
2023.11.28,5.0,매일 먹는 콜라 코카콜라
2023.11.25,5.0,"항상 여기서 콜라구매해서 먹습니다
사이즈도 먹기좋은사이즈좋고 60개와서 좋아요"
2023.11.23,5.0,쿠폰으로 가장 저렴하게 잘 구매 했습니다
2023.11.21,5.0,좋아요 추천합니다.
2023.11.20,5.0,늘 주문하는 콜라에요 ㅎㅎ 롯데온이 혜택도 제일 좋아요
2023.11.19,5.0,콜라는 코카콜라입니다
2023.11.19,5.0,콜라는 코카콜라입니다
2023.11.19,5.0,콜라는 코카콜라입니다
2023.11.16,5.0,저렴하게 구매했어요.
2023.11.14,5.0,배송이 빨라서 좋아요~
2023.11.12,5.0,저렴하게 잘 구매했습니다
2023.11.05,5.0,아주 만족합니다. 코크는 사랑이기에 항상 박스채 사머곤 버릇이 40년은 된듯 하네요. 저렴하게 구매해서 만족합니다
2023.11.05,5.0,너무너무너무 좋아요
2023.11.02,5.0,"재구매 입니다.
콜라는 역시 코카콜라"
2023.10.21,5.0,냉장고에 콜라가 없으면 불안해서 바로 주문해야되요 탄산은 코카콜라죠
2023.10.18,5.0,"콜라는 꼭 롯데온에서 구매합니다
한번먹기 좋은 사이즈
착한가격 항상 만족합니다."
2023.10.18,5.0,가격좋고 맛도 좋아요 항상 구매하고 있어요
2023.10.17,5.0,배송 빠르고 좋아요!! 콜라는 필수품입니다!!
2023.10.16,5.0,배송 빠르고 맛나요
2023.10.08,5.0,벌써 여러번 재구매 했어요.
2023.10.06,4.0,항상재구매해요 여기가 저렴합니다
2023.09.29,5.0,좋아요 추천합니다.
2023.09.04,5.0,집앞배송에 가격도 비교적 저렴해서 자주 이용합니다.
2023.08.30,5.0,롯데온에서만 구매하게 되네요 가격도 저렴하구 배송도 빠르구 좋네요
2023.08.30,5.0,롯데온에서만 구매하게 되네요 가격도 저렴하구 배송도 빠르구 좋네요
2023.08.19,5.0,좋아요 추천합니다.
2023.08.18,4.0,항상 주문해서 먹어요
2023.08.17,5.0,배송도빠르고 잘포장되서 좋아요~~
2023.08.12,5.0,"재구매 입니다.
콜라는 역시 코카콜라 입니다.
제로 마시다가 다시 오리지널로 왔습니다."
2023.08.10,5.0,"콜라는 역시 코카콜라죠
먹기 좋은 사이즈라 재구매합니다"
2023.08.09,5.0,배송 빠르고 포장상태가 아주 좋아요
2023.07.27,4.0,빠른배송 감사합니다
2023.07.18,5.0,맛나게 마실께요......
2023.07.15,5.0,콜라 없으면 안 돼요. 떨어지기 전에 늘 미리 구입합니다. 롯데가 가장 싼 거 같아요.
2023.07.15,5.0,좋아요 추천합니다.
2023.07.14,5.0,안전하게 잘 도착했네요
2023.07.08,5.0,저렴하게 잘 받았습니다
2023.07.04,5.0,빠른배송 감사합니다. 맛있어요
2023.07.04,5.0,저렴히 구매햇네요 많이파셔요
2023.07.04,5.0,진심으로 감사드립니다 덕분에 즐겁습니다 완전좋습니다
2023.07.04,5.0,최고에요 잘 마시고 있습니다
2023.06.29,5.0,저렴하게 잘 샀어요
2023.06.27,5.0,늘 먹어**요 ㅎㅎ 필수 !!
2023.06.21,5.0,착한가격만족합니다.
2023.06.20,5.0,저렴하게 구입해서 좋아요
2023.06.13,5.0,콜라는 필수 템이죠.
2023.06.02,5.0,콜라는 늘 쟁여놓고 먹어여해여 ㅎㅎ
2023.05.30,5.0,"최애 코크, 최애용량. 계속해서 재구매하고 있어모."
2023.05.30,5.0,좋아요 추천합니다.
2023.05.26,5.0,여기가 제일싸요 배송도 빨라요 아주 좋습니다^^
2023.05.26,5.0,굿~~~~~~~아주 좋아요
2023.05.26,5.0,가격도 싸고 배송도 빠르고 항상 여기서만 주문합니다 ㅋ많이 파세요^^
2023.05.23,5.0,한번에 딱 마시기 좋아요
2023.05.22,5.0,저렴하게 잘 구매 했습니더
2023.05.21,5.0,저렴하게 집앞 배송까지! 냉장고에 채워놓고 살아요
2023.05.21,5.0,착한 가격에 구매~^^
2023.05.18,5.0,배송은 이틀정도 걸렸고요.. 가격대비 좋아요~
2023.05.18,5.0,코카콜라 정말 맛있어요...
2023.05.18,5.0,가족들이 콜라를 좋아해서 항상 비치해놓고 마시고 있어요~~
2023.05.17,5.0,재구매입니다 배송빠르고 좋아요
2023.05.10,5.0,항상 구매하는 제품입니다. 용량이 크지 않아 좋아요
2023.05.10,5.0,맛있어요~ 양이 적당해서 좋아요
2023.05.10,5.0,항상 구매하는 제품입니다. 가격이 올랐네요
2023.05.08,5.0,콜라는 오리지널이지요!
2023.05.05,5.0,좋아요 추천합니다..
2023.05.04,4.0,👍👍👍👍👍
2023.05.04,5.0,👍👍👍👍👍👍
2023.05.04,5.0,👍👍👍👍👍👍👍
2023.05.04,5.0,안전하게 배송 되었어요
2023.05.03,5.0,맛나서 또 주문했어여. 가격이 좀 올라서 아쉬워요
2023.05.01,5.0,유통기한 길고 비닐이 바뀌어서 그런지 예전 얇은 비닐때보다 까짐도없고 터지지도않고 좋습니다!!
2023.04.29,5.0,배송도 빠르고 좋네요 많이ㅜ파세요
2023.04.26,5.0,"가격도 저렴하고 본사직영이라 믿음이 가요
배송은 좀 느린편"
2023.04.26,5.0,코카콜라60캔 빠른배송 감사합니다~
2023.04.26,5.0,맛있음~~<~~~~~
2023.04.26,5.0,"콜라는 역시 코카콜라죠
여기가 할인율이 제일좋아서 여기서 항상 사요"
2023.04.26,5.0,사이즈가 딱 좋아요~
2023.04.25,5.0,저렴하게 구매~~~
2023.04.24,5.0,쟁여두고먹는 콜라 여기서계속주문
2023.04.22,5.0,역시 코카콜라 넘 맛있어요 담에 또 주문할게요
2023.04.20,5.0,배송도빠르고 싸게구매
2023.04.20,5.0,배송도 빠르고 제품도 좋아요
2023.04.19,5.0,맛있어요 자주 먹습니다
2023.04.19,5.0,콜라 여기서 계속주문요
2023.04.19,5.0,여기서계속주문해먹어요
2023.04.18,5.0,"타사이트대비 저렴하게 구입했으며, 배송 또한 빨랐습니다."
2023.04.16,5.0,느을 먹는 제품이라 만족합니다. 저렴하구요.감사해요
2023.03.31,5.0,할인해서 잘구매했어요
2023.03.28,5.0,저렴하게 잘 구입했네요.배송도 빠르고요.
2023.03.23,5.0,깨진거없이 잘 도착했습니다~~👍👍
2023.03.22,5.0,코카콜라는 항상 롯데온에서 구매하게 되네요 배송은 쫌 걸리지만 박스포장 잘 되어있어서 맘에 드네요 ㅋ
2023.03.16,5.0,항상 먹는 맛입니다
2023.03.15,5.0,직영이라 좋네요. 항상 여기서 구입하겠습니다.
2023.03.12,5.0,소화제처럼 마시는거라 항상 떨어지지 않게 주문해요.
2023.03.11,5.0,콜라여기서 3번째 구매하네요 전콜라쟁여두고먹는지라 계속주문해야할듯요
2023.03.08,5.0,사이즈가 작아서 좋아요. 가격이 계속 오르는것 같아요.
2023.03.07,5.0,배송도 빠르고 좋았습니다
2023.03.06,5.0,너무너무 조아요 감사합니다
2023.02.27,5.0,맛있어요 잘 마시고 있어요
2023.02.20,5.0,늘 애용하는 제품입니다
2023.02.18,5.0,자주 구매하고 있어요.저렴하고
2023.02.17,5.0,가족들이 항상 찾는 음료중에 하나라 냉장고에 항상 비치해놓습니다~~
2023.02.14,5.0,빠른배송에 만족합니다
2023.02.12,5.0,먹기 딱좋어요~ 또 이용할께요
2023.02.10,5.0,용량이 적당해서 자주 구매하는 제품입니다.
2023.02.07,5.0,저렴하게 구매했어요. 배송은 그저 그래요
2023.02.03,5.0,너무 너무 잘 받았습니다
2023.02.01,5.0,"자주구매해서 먹고있어요
항상좋은제품 감사합니다"
2023.01.31,5.0,냉장고에 항상 너 있다
2023.01.29,5.0,싸게 잘 구매하였습니다!
2023.01.26,5.0,콜라는 역시 코카콜라죠
2023.01.18,5.0,배송도빠르고 가격도 괜찮음
2023.01.13,5.0,항상 먹어요 집에서 떨어지면 안돼요
2023.01.09,5.0,늘 구매해서 먹었습니다
2023.01.09,4.0,"양이 적당합니다.
배송이 좀 늦습니다."
2023.01.08,5.0,콜라는 역시 코카콜라가 짱이쥬
2023.01.03,5.0,"3번째 구입인데 항상만족합니다
또 주문할께요"
2022.12.31,5.0,롯데온에서 항상 재구매하게 되네요 쿠폰 사용해서 저렴하게 구매했어요 이틀만에 도착한거 같은데 배송두 빠르네요 굳
2022.12.29,5.0,믿구 구매하게 되는 코카콜라 맛있어요 ㅋ
2022.12.26,5.0,콜라중에 1등~코카콜라 ~맛있어요 ~!!
2022.12.19,5.0,늘시켜요^^ 찌그러지지 않고 왔어요
2022.12.17,4.0,저렴하게 구매해서 잘 먹고 있네요
2022.12.17,5.0,무거워서 여러개 미리구매해둬요
2022.12.14,4.0,굿~~~~~~싸고 좋아요
2022.12.09,5.0,저렴한가격 구입잘햇습니다
2022.12.06,5.0,배송. 포장 모두 만족합니다.
2022.12.02,5.0,"콜라를 항상 구매하고 있는데, 배송도 빠르고 괜찮은거같아요"
2022.11.30,5.0,배송도 빠르고 좋아요
2022.11.27,5.0,가격대비 여기가 젤관찮음
2022.11.19,5.0,콜라는 여기가 제일 싼거같아요~
2022.11.17,5.0,배송도 빠르고 가격도 저렴하게 구입했어요
2022.11.15,5.0,빠른 배송 감사 합니다.
2022.11.15,5.0,매번 저렴하게 구입 해서 먹어요
2022.11.15,5.0,항상 구입해서 저렴하게 먹어요
2022.11.14,5.0,너무너무 조아요 감사합니다
2022.11.13,5.0,배송도 빠르고 가격도 저렴하게 구입했어요~
2022.11.06,5.0,빠른배송에 만족 합니다
2022.11.02,5.0,타사이트보다 저렴하게 구매한것 같아요.
2022.10.31,5.0,배송도빠르고 감사합니다
2022.10.29,5.0,유통기한 넉넉하고 만족합니다
2022.10.20,5.0,안전배송되엇습니다. 롯데온 덕분에 저렴하게 구입햇습니다.
2022.10.20,5.0,저렴하게잘샀어용 짱짱
2022.10.18,5.0,저렴하게 잘 구매했어요
2022.10.17,5.0,좋아요..좋아요..항상 먹는 거네요
2022.10.17,5.0,"계속 주문해서 마시는 제품
항상 만족하고 있어요"
2022.10.08,5.0,잘 받았습니다. 감사합니다
2022.10.08,5.0,배송도 빠르고 좋아요 ㅎㅎ
2022.10.07,5.0,용량이 가장 마음에 들어 재구매했습니다.
2022.10.03,5.0,사이즈 적당하고 맛있어서 즐겨 마셔요
2022.09.28,5.0,배송 빠르게 왔어요
2022.09.28,5.0,코카콜라는 항상 좋아요
2022.09.28,5.0,매번박스로사서 먹어요
2022.09.26,5.0,"배송도 빠르고
가격도 싸게 잘샀어요~~"
2022.09.22,5.0,콜라 많이 마셔서 자주 사는데 여기가 제일 싼거 같아서 재구매했습니다.
2022.09.22,5.0,"만족합니다
배송빨라요"
2022.09.20,5.0,만족합니다 수고하세요
2022.09.20,5.0,만족합니다 수고하세요
2022.09.20,5.0,만족합니다 수고하세요
2022.09.20,5.0,만족합니다 수고하세요
2022.09.20,5.0,배송빠르고 찌그러진것도 없어서 좋아용
2022.09.19,5.0,항상 구매하는 상품입니다
2022.09.18,5.0,아주좋아요 항상재구매합니다!
2022.09.18,5.0,저렴하게 잘구매했어요
2022.09.16,5.0,😄😄😄😄😄😄
2022.09.15,5.0,늘 재구매해요~~~~
2022.09.14,5.0,한번에 먹기 딱좋은 사이즈입니다
2022.09.14,5.0,콜라가 없어서 재주문 해요. 배송두 빠르구 좋네요.
2022.09.13,5.0,너무나 마음에 드는 가격에 안전하게 도착했어요~~
2022.09.07,5.0,배송빠르고 안전포장으로와서 너무좋아요
2022.09.07,5.0,항상 먹던거 만족합니다.
2022.09.06,5.0,늘 먹던 콜라 저렴하게 잘 먹고 있어요
2022.09.06,5.0,배송도 빠르고 상품도 좋아요
2022.09.05,5.0,배송 빠르고 가격도 매우 만족스러워요.
2022.09.04,5.0,저렴한 가격에 배송도 좋아요 ~^^
2022.08.31,5.0,용량이 작은 건데 제 기준에 알맞은 양입니다
2022.08.30,5.0,가장 저렴한 판매자분께 감사합니다
2022.08.30,5.0,잘쓸게요 좋아요 ㅡ ㅎ
2022.08.30,5.0,"좋아요.
양이 적당해요"
2022.08.30,4.0,배송도 빠르고 좋은 품질의 제품입니다.
2022.08.29,4.0,쟁여놓기템 ~~ 없으면 불안해요...
2022.08.28,5.0,너무 저렴하게 잘 구매했어요~~ 용량이 작아 힌번 먹기 딱 좋아요..
2022.08.20,5.0,확실히 쌉니다ㅋ가성비가좋아서 사먹게되네요
2022.08.18,5.0,저렴하게 구입했어요
2022.08.17,5.0,"저렴하게 구입했어요
만족합니다"
2022.08.17,5.0,"배송도 만족하고 품질도 만족합니다.
재구매 의사 있습니다.
감사합니다."
2022.08.16,5.0,가격저렴하고배송빠르고.할인쿠폰사용하면싸요~
2022.08.15,5.0,특가나와서 저렴하게 구매해서 좋아요
2022.08.15,5.0,저렴하게 구매해서 좋아요
2022.08.14,5.0,저렴한가격에 잘 구매했습니다.
2022.08.13,5.0,만족합니다 만족합니다 만족합니다
2022.08.08,5.0,배송도 빠르고 깔끔하게 왔어요~ 좋아요^^
2022.08.07,5.0,콜라는 코카콜라 입니다
2022.08.06,5.0,"잘받았습니다
감사합니다"
2022.08.04,3.0,지난번은포장상태도좋고해서또주문했는데이번은상태가엉망터진게하나 찌그러진게5개나와기분이별로안좋음
2022.08.04,5.0,가격도착하고편하고조아요
2022.08.04,5.0,비가와서 그런지박스는죄다찢어져있더라구요
2022.08.01,5.0,저렴하게 잘구입했어요~감사^^
2022.07.30,5.0,"다른곳보다
완전싸게
구매했어요"
2022.07.27,5.0,저렴한가격에 구입해서 꾸준히 먹는제품인다
2022.07.26,5.0,너무싸게 잘샀어요~~
2022.07.21,5.0,잘받았습니다 좋아요~
2022.07.20,5.0,가격도 저렴하고 배송도 빨랐어요
2022.07.19,5.0,콜라는 여기서만 구매합니다.최고입니다..청량감 최고..코카콜라 만병통치약!!!
2022.07.12,5.0,한번에 먹기 딱좋은 용량이예요. 가격도 착해서 좋아요.
2022.07.11,5.0,"가격이 아주 좋았습니다. 항상 이제품 쟁여놓고 생활하는데, 그 어느 판매자보다 아주 좋은 가격에 주셔서 감사합니다. 사업 번창하세요"
2022.07.09,5.0,배송도빠르고 좋아요 ^^
2022.07.08,5.0,역시 코카콜라 맛있어요 배송도 빨라요
2022.07.07,5.0,배송 빠르고 가격이 적절합니다
2022.07.06,5.0,"재구매입니다
모두 맘에 들어요"
2022.07.05,5.0,잘삿어요 저렴하네여
2022.07.05,5.0,배송빠르고 저렴하게 잘 구매했습니다
2022.07.05,5.0,좋습니다 좋습니다 좋습니다
2022.07.05,5.0,"다음에 재구매 예정.
빠른 배송 고맙습니다."
2022.07.05,5.0,"더운여를 착한가격으로 다량구매하면 편히 먹을수있어요
재구매는 쭈욱 이어지겠지요"
2022.07.04,4.0,"구매하고 난 후에 세일하네요
그리고 갈수록 탄산이 줄어든듯 하네요
고기 먹고 느끼한 맛을 줄여보러고 먹고 있는데"
2022.07.01,4.0,잘먹을게요 배송 만족합니다
2022.06.27,5.0,매주 구매하는 듯하네용.ㅎㅎ
2022.06.27,5.0,저럼한 가격에 빨리 받아먹을수 잇어요
2022.06.27,3.0,좋은상품이 아닌지...잘못골랐는지ㅜㅜ탄산이 빠진느낌입니다...
2022.06.27,5.0,여름에 집에 와서 콜라 한잔 하루 피로가 해소됩니다
2022.06.25,5.0,할인도 받고 빠른 배송 감사합니다
2022.06.24,5.0,신랑이 좋아해서 자주구매하게도네요
2022.06.23,5.0,저렴하게 구매할 수 있어서 좋아요 작은 용량이라 먹기도 편합니다
2022.06.22,5.0,지훈아 콜라좀 그만 사
2022.06.21,5.0,싸게 산 것 같아서 좋아요 ~
2022.06.20,5.0,항상 구매해요. 맛있고 유통기한 길어요
2022.06.20,5.0,맛있어요. 빠르고 정확한 배송 감사합니다
2022.06.20,5.0,"빠르고 맛있어요.
저렴해요"
2022.06.20,5.0,저렴한 가격 감사합니당
2022.06.20,5.0,"배송빠르고 좋아요
자주 구매해요"
2022.06.20,5.0,빠르고 맛잇어요..
2022.06.20,5.0,좋아요 배송 빠르고 저렴한 가격 감사합니당.
2022.06.16,5.0,저렴하게 잘 구입했네요
